work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
gradient-descent-1, 10, 400, 25, 10, 64, 351.86, 7.73767842, 47, 10.182793, 152912, 35.8, 33.9, 40.8, 37.0
base-gradient-descent-1, 10, 400, 25, 10, 64, 189.68, 4.19061874, , 0, , 34.5, 33.0, 40.8, 33.8
gradient-descent-1, 10, 400, 25, 10, 64, 318.97, 7.02820311, 45, 10.233574, 146573, 36.4, 33.4, 35.2, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 64, 219.72, 4.27305852, , 0, , 34.5, 33.0, 39.6, 34.6
gradient-descent-1, 10, 400, 25, 10, 64, 472.29, 7.71233774, 72, 8.843436, 234353, 35.9, 34.4, 37.4, 32.5
base-gradient-descent-1, 10, 400, 25, 10, 64, 268.16, 4.45511453, , 0, , 34.5, 33.4, 35.0, 33.4
gradient-descent-1, 10, 400, 25, 10, 64, 512.21, 8.52003007, 54, 11.124233, 175304, 58.0, 33.0, 34.2, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 64, 225.66, 4.34888210, , 0, , 31.5, 32.0, 34.0, 35.9
gradient-descent-1, 10, 400, 25, 10, 64, 600.11, 8.71600358, 54, 9.634371, 176402, 34.2, 34.9, 35.9, 33.9
base-gradient-descent-1, 10, 400, 25, 10, 64, 213.75, 4.29598354, , 0, , 34.0, 33.4, 36.4, 33.4
gradient-descent-1, 10, 400, 25, 10, 64, 370.40, 7.84423268, 34, 8.525605, 110913, 36.4, 33.4, 35.2, 32.5
base-gradient-descent-1, 10, 400, 25, 10, 64, 206.80, 4.23174091, , 0, , 33.8, 32.0, 36.1, 33.0
gradient-descent-1, 10, 400, 25, 10, 64, 368.76, 7.81835126, 102, 2.45679100000001, 329413, 35.4, 33.4, 32.5, 35.1
base-gradient-descent-1, 10, 400, 25, 10, 64, 209.71, 4.31967079, , 0, , 32.0, 32.0, 34.4, 33.9
gradient-descent-1, 10, 400, 25, 10, 64, 382.28, 7.99593535, 42, 9.370367, 137006, 33.8, 33.9, 35.4, 35.4
base-gradient-descent-1, 10, 400, 25, 10, 64, 323.80, 4.73252886, , 0, , 33.5, 33.9, 40.2, 36.2
gradient-descent-1, 10, 400, 25, 10, 64, 532.68, 8.47662568, 31, 14.22611, 101975, 43.5, 44.2, 34.5, 46.1
base-gradient-descent-1, 10, 400, 25, 10, 64, 259.07, 4.44097611, , 0, , 35.9, 40.4, 39.4, 35.4
gradient-descent-1, 10, 400, 25, 10, 64, 398.29, 7.97641319, 95, 6.42240100000001, 307993, 44.0, 34.4, 50.6, 32.5
base-gradient-descent-1, 10, 400, 25, 10, 64, 288.36, 4.58761349, , 0, , 38.9, 32.0, 48.0, 38.8
gradient-descent-1, 10, 400, 25, 10, 64, 388.41, 8.01048984, 52, 10.220126, 169813, 50.5, 46.0, 35.4, 33.5
base-gradient-descent-1, 10, 400, 25, 10, 64, 193.81, 4.18894242, , 0, , 34.8, 33.0, 37.4, 33.4
gradient-descent-1, 10, 400, 25, 10, 64, 355.67, 7.78027412, 64, 9.88656400000001, 208137, 35.9, 34.4, 36.9, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 64, 189.29, 4.16946633, , 0, , 35.8, 33.4, 37.1, 33.0
gradient-descent-1, 10, 400, 25, 10, 64, 353.02, 7.76223820, 41, 10.84456, 133872, 35.8, 33.5, 40.2, 38.5
base-gradient-descent-1, 10, 400, 25, 10, 64, 186.29, 4.17764062, , 0, , 35.0, 33.4, 32.5, 32.5
gradient-descent-1, 10, 400, 25, 10, 64, 378.77, 7.94186369, 32, 5.16148200000001, 105554, 34.2, 33.0, 34.0, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 64, 214.01, 4.26461764, , 0, , 34.0, 33.4, 36.1, 33.4
gradient-descent-1, 10, 400, 25, 10, 64, 335.59, 7.10018780, 51, 11.465678, 166493, 38.1, 34.9, 37.9, 35.6
base-gradient-descent-1, 10, 400, 25, 10, 64, 194.65, 4.19293215, , 0, , 39.9, 37.8, 41.8, 37.5
gradient-descent-1, 10, 400, 25, 10, 64, 322.20, 7.03042389, 38, 13.85255, 124578, 36.1, 34.0, 33.0, 32.5
base-gradient-descent-1, 10, 400, 25, 10, 64, 184.17, 4.18181971, , 0, , 34.0, 32.5, 34.0, 33.0
gradient-descent-1, 10, 400, 25, 10, 64, 363.96, 7.82717790, 97, 8.136094, 314325, 35.2, 33.5, 35.0, 33.0
base-gradient-descent-1, 10, 400, 25, 10, 64, 190.93, 4.20800889, , 0, , 35.0, 33.5, 36.9, 32.8
base-gradient-descent-1, 10, 800, 10, 10, 16, 189.87, 4.17535701, , 0, , 39.6, 38.0, 33.0, 32.5
gradient-descent-1, 10, 800, 10, 10, 16, 347.55, 7.75036833, 17, 14.725597, 114010, 33.5, 32.8, 35.4, 33.8
base-gradient-descent-1, 10, 800, 10, 10, 16, 186.98, 4.18340812, , 0, , 35.2, 33.0, 41.2, 33.8
gradient-descent-1, 10, 800, 10, 10, 16, 453.36, 8.15292118, 24, 8.688868, 159119, 40.4, 36.4, 34.5, 33.0
base-gradient-descent-1, 10, 800, 10, 10, 16, 297.20, 4.62603093, , 0, , 35.0, 33.4, 41.2, 37.5
gradient-descent-1, 10, 800, 10, 10, 16, 455.91, 8.22276774, 34, 12.675273, 223827, 49.4, 42.8, 49.5, 41.1
base-gradient-descent-1, 10, 800, 10, 10, 16, 303.36, 4.63316438, , 0, , 46.1, 42.5, 33.2, 32.5
gradient-descent-1, 10, 800, 10, 10, 16, 459.47, 8.14254983, 12, 14.00176, 81037, 34.0, 33.4, 35.9, 33.9
base-gradient-descent-1, 10, 800, 10, 10, 16, 291.29, 4.61252460, , 0, , 35.4, 33.9, 36.1, 33.9
gradient-descent-1, 10, 800, 10, 10, 16, 491.78, 8.29561895, 30, 9.58699, 198318, 35.4, 33.9, 37.4, 33.9
base-gradient-descent-1, 10, 800, 10, 10, 16, 202.36, 4.23691992, , 0, , 35.4, 33.9, 36.6, 33.4
gradient-descent-1, 10, 800, 10, 10, 16, 507.31, 8.42231886, 34, 10.561598, 223106, 35.6, 33.9, 35.4, 33.4
base-gradient-descent-1, 10, 800, 10, 10, 16, 290.07, 4.60062791, , 0, , 35.6, 33.4, 34.5, 33.9
gradient-descent-1, 10, 800, 10, 10, 16, 452.42, 8.30054581, 15, 15.107448, 100511, 35.0, 33.9, 33.0, 32.0
base-gradient-descent-1, 10, 800, 10, 10, 16, 201.15, 4.22900884, , 0, , 33.0, 32.5, 35.2, 33.0
gradient-descent-1, 10, 800, 10, 10, 16, 551.68, 8.63436329, 46, 9.36923300000001, 301947, 35.0, 33.4, 50.5, 48.4
base-gradient-descent-1, 10, 800, 10, 10, 16, 295.98, 4.59558019, , 0, , 50.6, 48.5, 41.2, 35.9
gradient-descent-1, 10, 800, 10, 10, 16, 501.06, 8.38436339, 15, 12.870295, 100535, 38.4, 36.6, 34.0, 33.4
base-gradient-descent-1, 10, 800, 10, 10, 16, 276.84, 4.59930898, , 0, , 34.0, 33.4, 35.0, 34.4
gradient-descent-1, 10, 800, 10, 10, 16, 513.45, 8.47720006, 29, 6.42345400000001, 191374, 48.5, 35.6, 33.0, 32.0
base-gradient-descent-1, 10, 800, 10, 10, 16, 272.53, 4.56183699, , 0, , 33.0, 33.0, 45.8, 43.8
gradient-descent-1, 10, 800, 10, 10, 16, 480.29, 8.35338625, 16, 17.493495, 107133, 54.5, 40.1, 37.6, 33.4
base-gradient-descent-1, 10, 800, 10, 10, 16, 182.55, 4.19548471, , 0, , 35.9, 33.4, 39.4, 32.5
gradient-descent-1, 10, 800, 10, 10, 16, 443.57, 8.17881997, 15, 12.369726, 101027, 36.1, 33.0, 45.9, 35.6
base-gradient-descent-1, 10, 800, 10, 10, 16, 255.51, 4.49327913, , 0, , 39.8, 36.9, 38.4, 34.9
gradient-descent-1, 10, 800, 10, 10, 16, 422.87, 8.10179042, 26, 13.216018, 172053, 39.9, 34.9, 47.9, 35.4
base-gradient-descent-1, 10, 800, 10, 10, 16, 300.34, 4.65075878, , 0, , 39.6, 35.9, 39.1, 41.4
gradient-descent-1, 10, 800, 10, 10, 16, 359.16, 7.85004250, 24, 8.46570700000001, 159546, 36.6, 34.9, 38.9, 33.5
base-gradient-descent-1, 10, 800, 10, 10, 16, 189.75, 4.18854364, , 0, , 35.2, 33.0, 36.4, 33.8
gradient-descent-1, 10, 800, 10, 10, 16, 358.85, 7.79807563, 17, 13.751576, 114562, 37.4, 35.4, 36.9, 33.4
base-gradient-descent-1, 10, 800, 10, 10, 16, 184.19, 4.17937037, , 0, , 35.4, 34.0, 37.1, 33.0
gradient-descent-1, 10, 800, 10, 10, 16, 358.78, 7.83492820, 21, 7.57627600000001, 139755, 37.9, 33.8, 40.5, 38.5
base-gradient-descent-1, 10, 800, 10, 10, 16, 188.33, 4.16499905, , 0, , 36.4, 34.4, 35.0, 33.4
gradient-descent-1, 10, 800, 10, 10, 16, 359.55, 7.79009034, 17, 9.42167500000001, 113684, 36.4, 34.6, 38.1, 33.4
base-gradient-descent-1, 10, 800, 10, 10, 16, 189.98, 4.19075214, , 0, , 35.9, 34.0, 37.4, 33.2
gradient-descent-1, 10, 800, 10, 10, 16, 346.20, 7.75024093, 28, 13.224101, 184987, 35.4, 33.5, 41.2, 37.0
base-gradient-descent-1, 10, 800, 10, 10, 16, 185.93, 4.19711666, , 0, , 35.4, 34.4, 46.4, 33.8
gradient-descent-1, 10, 800, 10, 10, 16, 356.13, 7.78537765, 22, 8.33050200000001, 146885, 40.1, 34.6, 37.9, 36.6
base-gradient-descent-1, 10, 800, 10, 10, 16, 189.42, 4.20109669, , 0, , 35.6, 34.0, 37.9, 33.9
gradient-descent-1, 10, 800, 10, 10, 16, 352.69, 7.88240806, 18, 10.044768, 120411, 35.9, 34.4, 36.9, 33.5
base-gradient-descent-1, 10, 800, 10, 10, 16, 193.19, 4.21447115, , 0, , 35.4, 33.4, 34.2, 32.5
gradient-descent-1, 10, 800, 10, 10, 16, 359.39, 7.78336254, 15, 12.110378, 100428, 35.2, 33.0, 41.2, 37.0
base-gradient-descent-1, 10, 800, 10, 10, 16, 184.41, 4.20062580, , 0, , 36.4, 33.9, 38.1, 33.0
gradient-descent-1, 10, 800, 10, 10, 16, 355.86, 7.79671340, 14, 10.28711, 94230, 42.0, 36.5, 41.8, 36.1
base-gradient-descent-1, 10, 800, 10, 10, 16, 188.83, 4.19848903, , 0, , 36.4, 33.0, 38.9, 34.1
gradient-descent-1, 10, 800, 10, 10, 16, 352.71, 7.82276805, 37, 4.258042, 243954, 35.4, 34.4, 35.0, 33.8
base-gradient-descent-1, 10, 800, 10, 10, 16, 193.23, 4.19099936, , 0, , 34.0, 33.9, 41.8, 37.0
gradient-descent-1, 10, 800, 10, 10, 16, 355.72, 7.75135220, 20, 6.01817700000001, 133525, 41.0, 37.0, 39.9, 37.0
base-gradient-descent-1, 10, 800, 10, 10, 16, 187.89, 4.20155654, , 0, , 34.5, 33.9, 41.8, 35.6
gradient-descent-1, 10, 800, 10, 10, 16, 352.86, 7.81186947, 26, 14.576002, 171891, 36.6, 32.5, 36.1, 32.5
base-gradient-descent-1, 10, 800, 10, 10, 16, 189.83, 4.19764396, , 0, , 34.8, 33.0, 39.9, 34.6
gradient-descent-1, 10, 800, 10, 10, 16, 321.63, 7.01297985, 20, 8.440657, 132633, 35.4, 34.0, 35.0, 32.8
base-gradient-descent-1, 10, 800, 10, 10, 16, 188.41, 4.18784891, , 0, , 39.1, 36.1, 44.5, 36.9
gradient-descent-1, 10, 800, 10, 10, 16, 362.56, 7.92862333, 31, 8.279865, 204057, 35.9, 33.9, 39.9, 35.1
base-gradient-descent-1, 10, 800, 10, 10, 16, 185.88, 4.17223788, , 0, , 34.8, 33.0, 37.9, 33.0
gradient-descent-1, 10, 800, 10, 10, 16, 349.03, 7.75590584, 26, 16.619342, 172222, 38.9, 36.4, 41.2, 37.0
base-gradient-descent-1, 10, 800, 10, 10, 16, 189.43, 4.18558097, , 0, , 35.4, 33.0, 42.8, 38.2
gradient-descent-1, 10, 800, 10, 10, 16, 352.34, 7.78356639, 32, 14.140757, 211625, 35.4, 34.0, 39.4, 37.0
base-gradient-descent-1, 10, 800, 10, 10, 16, 185.57, 4.18114624, , 0, , 35.4, 33.4, 40.1, 38.8
gradient-descent-1, 10, 800, 10, 10, 16, 354.04, 7.86743300, 25, 11.452108, 165555, 36.4, 33.0, 37.9, 33.2
base-gradient-descent-1, 10, 800, 10, 10, 16, 189.49, 4.17593549, , 0, , 35.9, 33.4, 42.8, 37.0
base-gradient-descent-1, 10, 800, 10, 10, 64, 187.72, 4.19261011, , 0, , 40.1, 36.1, 36.9, 33.0
gradient-descent-1, 10, 800, 10, 10, 64, 354.70, 7.76802989, 27, 5.64834400000001, 178792, 35.9, 33.0, 39.1, 32.5
base-gradient-descent-1, 10, 800, 10, 10, 64, 189.57, 4.19398701, , 0, , 35.4, 32.5, 39.6, 32.5
gradient-descent-1, 10, 800, 10, 10, 64, 346.76, 7.73373931, 19, 12.019469, 127404, 36.6, 32.8, 36.9, 32.8
base-gradient-descent-1, 10, 800, 10, 10, 64, 191.85, 4.19388477, , 0, , 34.5, 33.4, 41.5, 36.6
gradient-descent-1, 10, 800, 10, 10, 64, 354.54, 7.77922042, 15, 5.77377300000001, 100993, 35.9, 33.9, 40.8, 35.6
base-gradient-descent-1, 10, 800, 10, 10, 64, 225.19, 4.33453874, , 0, , 35.4, 34.0, 44.2, 37.2
gradient-descent-1, 10, 800, 10, 10, 64, 373.85, 7.86506081, 31, 7.34854, 204196, 40.4, 36.9, 41.2, 38.0
base-gradient-descent-1, 10, 800, 10, 10, 64, 190.32, 4.18870351, , 0, , 35.4, 33.4, 32.0, 31.5
gradient-descent-1, 10, 800, 10, 10, 64, 359.98, 7.83405452, 17, 8.606764, 113814, 34.0, 32.5, 35.2, 39.4
base-gradient-descent-1, 10, 800, 10, 10, 64, 192.49, 4.18822372, , 0, , 34.9, 33.9, 35.9, 33.2
gradient-descent-1, 10, 800, 10, 10, 64, 361.24, 7.80909525, 55, 9.566351, 359313, 36.4, 33.9, 41.0, 36.1
base-gradient-descent-1, 10, 800, 10, 10, 64, 195.54, 4.25581380, , 0, , 34.8, 33.0, 41.8, 35.1
gradient-descent-1, 10, 800, 10, 10, 64, 352.04, 7.74093297, 23, 8.805205, 152491, 41.0, 37.0, 40.8, 36.6
base-gradient-descent-1, 10, 800, 10, 10, 64, 191.16, 4.19259765, , 0, , 34.5, 33.0, 38.4, 33.8
gradient-descent-1, 10, 800, 10, 10, 64, 370.51, 7.87060752, 23, 9.19122900000001, 152549, 35.0, 33.9, 40.4, 37.8
base-gradient-descent-1, 10, 800, 10, 10, 64, 190.35, 4.19120033, , 0, , 35.8, 33.4, 38.6, 32.8
gradient-descent-1, 10, 800, 10, 10, 64, 356.99, 7.79958707, 15, 11.495962, 101050, 36.1, 33.9, 38.4, 33.8
base-gradient-descent-1, 10, 800, 10, 10, 64, 183.69, 4.18050938, , 0, , 35.0, 33.9, 38.1, 34.4
gradient-descent-1, 10, 800, 10, 10, 64, 346.99, 7.77534539, 28, 10.155207, 184665, 35.9, 33.0, 38.9, 33.8
base-gradient-descent-1, 10, 800, 10, 10, 64, 194.59, 4.22554323, , 0, , 35.2, 32.5, 38.6, 38.5
gradient-descent-1, 10, 800, 10, 10, 64, 355.42, 7.75596390, 32, 6.827735, 210275, 36.4, 33.8, 38.9, 37.2
base-gradient-descent-1, 10, 800, 10, 10, 64, 194.32, 4.22583188, , 0, , 34.5, 33.0, 34.5, 32.5
gradient-descent-1, 10, 800, 10, 10, 64, 355.40, 7.79147840, 14, 14.112545, 94250, 35.4, 33.0, 36.6, 32.5
base-gradient-descent-1, 10, 800, 10, 10, 64, 195.53, 4.20254810, , 0, , 35.4, 33.0, 49.0, 32.5
gradient-descent-1, 10, 800, 10, 10, 64, 355.86, 7.79797857, 30, 11.236918, 197312, 36.1, 33.9, 42.8, 37.2
base-gradient-descent-1, 10, 800, 10, 10, 64, 197.71, 4.20701306, , 0, , 35.4, 33.9, 57.6, 32.8
gradient-descent-1, 10, 800, 10, 10, 64, 359.16, 7.85466531, 18, 7.21427, 119728, 38.1, 33.4, 35.9, 33.8
base-gradient-descent-1, 10, 800, 10, 10, 64, 186.28, 4.18409598, , 0, , 35.8, 33.4, 38.6, 33.0
gradient-descent-1, 10, 800, 10, 10, 64, 348.07, 7.75526810, 22, 9.09414000000001, 146130, 36.1, 32.5, 44.0, 32.8
base-gradient-descent-1, 10, 800, 10, 10, 64, 191.12, 4.20625824, , 0, , 35.4, 32.5, 33.8, 32.0
gradient-descent-1, 10, 800, 10, 10, 64, 353.55, 7.84427815, 26, 13.894068, 171727, 35.4, 32.5, 37.1, 35.1
base-gradient-descent-1, 10, 800, 10, 10, 64, 196.79, 4.21275333, , 0, , 34.8, 33.4, 40.1, 37.2
gradient-descent-1, 10, 800, 10, 10, 64, 342.80, 7.72175821, 14, 11.392348, 94265, 36.1, 34.4, 36.4, 32.0
base-gradient-descent-1, 10, 800, 10, 10, 64, 195.24, 4.20752596, , 0, , 34.2, 33.0, 35.0, 33.0
gradient-descent-1, 10, 800, 10, 10, 64, 358.39, 7.86863617, 13, 10.581352, 87741, 34.5, 33.0, 36.4, 34.6
base-gradient-descent-1, 10, 800, 10, 10, 64, 193.93, 4.20052827, , 0, , 35.0, 33.8, 38.6, 33.2
gradient-descent-1, 10, 800, 10, 10, 64, 356.69, 7.77604137, 22, 12.814609, 146391, 40.8, 36.1, 36.1, 33.5
base-gradient-descent-1, 10, 800, 10, 10, 64, 188.91, 4.19270192, , 0, , 35.0, 33.0, 41.8, 37.0
gradient-descent-1, 10, 800, 10, 10, 64, 345.66, 7.72377051, 12, 9.756803, 81134, 35.0, 33.4, 35.8, 32.0
base-gradient-descent-1, 10, 800, 10, 10, 64, 185.25, 4.18010321, , 0, , 34.5, 32.5, 41.5, 32.8
gradient-descent-1, 10, 800, 10, 10, 64, 353.00, 7.80088370, 19, 10.946475, 126736, 35.4, 32.5, 37.9, 32.8
base-gradient-descent-1, 10, 800, 10, 10, 64, 198.54, 4.22006940, , 0, , 34.9, 33.4, 41.0, 33.8
gradient-descent-1, 10, 800, 10, 10, 64, 343.17, 7.75742652, 30, 14.53669, 197458, 34.5, 32.5, 37.4, 32.0
base-gradient-descent-1, 10, 800, 10, 10, 64, 186.53, 4.18994316, , 0, , 35.9, 33.0, 43.6, 34.9
gradient-descent-1, 10, 800, 10, 10, 64, 353.18, 7.79662861, 13, 11.295787, 87886, 36.1, 33.0, 44.5, 35.6
base-gradient-descent-1, 10, 800, 10, 10, 64, 185.54, 4.20091511, , 0, , 35.4, 33.4, 40.8, 37.0
gradient-descent-1, 10, 800, 10, 10, 64, 349.66, 7.73246175, 28, 7.19153300000001, 184891, 37.1, 34.0, 43.6, 33.2
base-gradient-descent-1, 10, 800, 10, 10, 64, 183.72, 4.18061787, , 0, , 35.2, 33.0, 35.8, 32.0
gradient-descent-1, 10, 800, 10, 10, 64, 345.44, 7.76353728, 35, 12.751313, 229473, 36.1, 33.0, 41.8, 32.5
base-gradient-descent-1, 10, 800, 10, 10, 64, 185.81, 4.17770367, , 0, , 35.8, 32.5, 43.6, 33.2
gradient-descent-1, 10, 800, 10, 10, 64, 355.98, 7.77150941, 27, 8.633763, 178946, 40.2, 36.1, 40.1, 33.2
base-gradient-descent-1, 10, 800, 10, 10, 64, 190.31, 4.18300863, , 0, , 35.4, 33.4, 40.6, 33.5
gradient-descent-1, 10, 800, 10, 10, 64, 349.54, 7.81056487, 31, 10.149447, 204447, 40.4, 36.4, 41.8, 34.6
base-gradient-descent-1, 10, 800, 10, 10, 64, 193.81, 4.21144309, , 0, , 34.2, 32.5, 35.0, 32.0
gradient-descent-1, 10, 800, 10, 10, 64, 353.29, 7.78966356, 14, 15.958671, 93879, 35.4, 33.0, 38.1, 32.5
base-gradient-descent-1, 10, 800, 10, 10, 64, 185.44, 4.18639437, , 0, , 35.4, 33.0, 39.1, 35.1
gradient-descent-1, 10, 800, 10, 10, 64, 346.52, 7.77770580, 22, 9.063912, 146183, 41.2, 35.9, 37.1, 40.6
base-gradient-descent-1, 10, 800, 10, 10, 64, 200.52, 4.21136314, , 0, , 34.8, 33.0, 37.4, 32.5
gradient-descent-1, 10, 800, 10, 10, 64, 376.09, 7.87883008, 29, 10.513591, 191547, 35.4, 33.0, 44.0, 33.8
base-gradient-descent-1, 10, 800, 10, 10, 64, 185.91, 4.19074064, , 0, , 35.4, 33.0, 39.1, 36.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 194.11, 4.19607390, , 0, , 35.8, 33.0, 37.1, 32.5
gradient-descent-1, 10, 800, 25, 10, 16, 351.20, 7.70898701, 35, 12.206651, 230189, 37.1, 33.5, 34.2, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 16, 190.40, 4.16845211, , 0, , 34.8, 33.4, 40.4, 41.6
gradient-descent-1, 10, 800, 25, 10, 16, 381.21, 7.96688729, 46, 12.161927, 301581, 35.8, 33.0, 36.6, 35.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 218.37, 4.23207856, , 0, , 35.4, 32.5, 34.5, 32.8
gradient-descent-1, 10, 800, 25, 10, 16, 350.83, 7.83046837, 35, 16.140123, 230038, 35.0, 33.0, 35.2, 32.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 195.77, 4.18558207, , 0, , 34.5, 33.0, 36.6, 35.4
gradient-descent-1, 10, 800, 25, 10, 16, 347.78, 7.74959620, 37, 9.148039, 243265, 35.2, 33.8, 36.6, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 16, 194.20, 4.19309851, , 0, , 34.8, 33.0, 37.6, 33.2
gradient-descent-1, 10, 800, 25, 10, 16, 352.40, 7.82880190, 44, 12.926849, 288804, 35.9, 33.0, 35.2, 34.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 199.84, 4.21896551, , 0, , 35.0, 33.0, 37.9, 33.9
gradient-descent-1, 10, 800, 25, 10, 16, 378.32, 7.85998474, 53, 5.83873700000001, 345281, 40.2, 37.0, 40.6, 37.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 188.75, 4.17828893, , 0, , 34.5, 33.0, 37.1, 32.5
gradient-descent-1, 10, 800, 25, 10, 16, 351.40, 7.80495774, 76, 8.07606200000001, 495769, 35.9, 33.0, 39.4, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 16, 191.79, 4.19356955, , 0, , 36.4, 33.0, 37.9, 33.0
gradient-descent-1, 10, 800, 25, 10, 16, 353.36, 7.79354380, 75, 8.900023, 488042, 36.1, 33.5, 41.2, 41.4
base-gradient-descent-1, 10, 800, 25, 10, 16, 188.82, 4.16389077, , 0, , 35.4, 33.5, 42.5, 38.9
gradient-descent-1, 10, 800, 25, 10, 16, 360.31, 7.84040650, 53, 3.409964, 345592, 39.6, 37.2, 37.4, 40.9
base-gradient-descent-1, 10, 800, 25, 10, 16, 187.55, 4.19667361, , 0, , 35.0, 33.0, 39.6, 33.2
gradient-descent-1, 10, 800, 25, 10, 16, 359.98, 7.80827326, 63, 11.226321, 412229, 38.4, 35.1, 35.0, 33.2
base-gradient-descent-1, 10, 800, 25, 10, 16, 190.69, 4.18225641, , 0, , 34.5, 33.0, 35.8, 32.5
gradient-descent-1, 10, 800, 25, 10, 16, 359.09, 7.85998545, 79, 4.93062500000001, 512847, 35.9, 33.9, 40.1, 37.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 186.64, 4.18560116, , 0, , 34.5, 32.8, 36.6, 32.2
gradient-descent-1, 10, 800, 25, 10, 16, 356.58, 7.75043216, 37, 8.91113, 244037, 35.8, 32.5, 35.9, 33.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 237.78, 4.30929676, , 0, , 35.0, 33.5, 35.9, 33.2
gradient-descent-1, 10, 800, 25, 10, 16, 382.49, 7.90105097, 39, 6.248239, 256711, 36.9, 33.2, 39.4, 33.2
base-gradient-descent-1, 10, 800, 25, 10, 16, 190.32, 4.18661469, , 0, , 35.1, 33.0, 36.9, 32.5
gradient-descent-1, 10, 800, 25, 10, 16, 361.50, 7.81807077, 40, 5.671408, 262096, 35.9, 33.4, 36.9, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 16, 196.49, 4.21505742, , 0, , 34.0, 33.0, 35.9, 33.8
gradient-descent-1, 10, 800, 25, 10, 16, 349.22, 7.77349394, 48, 9.59508700000001, 314091, 35.8, 33.9, 37.4, 33.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 192.96, 4.20463121, , 0, , 35.4, 33.4, 35.4, 32.0
gradient-descent-1, 10, 800, 25, 10, 16, 356.69, 7.80870231, 72, 6.286304, 467536, 35.4, 32.5, 37.9, 34.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 194.82, 4.18599882, , 0, , 34.0, 33.0, 37.6, 32.8
gradient-descent-1, 10, 800, 25, 10, 16, 349.78, 7.76395762, 31, 6.91455500000001, 203813, 41.2, 37.0, 38.1, 32.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 190.84, 4.18060578, , 0, , 35.4, 32.0, 38.9, 33.2
gradient-descent-1, 10, 800, 25, 10, 16, 349.23, 7.78240810, 40, 7.659935, 262070, 35.4, 33.9, 37.6, 36.9
base-gradient-descent-1, 10, 800, 25, 10, 16, 191.92, 4.19273138, , 0, , 35.8, 33.0, 36.6, 32.0
gradient-descent-1, 10, 800, 25, 10, 16, 352.86, 7.83615288, 48, 3.10850500000001, 312689, 37.4, 33.5, 58.1, 36.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 194.76, 4.19581383, , 0, , 67.9, 33.0, 36.9, 33.2
gradient-descent-1, 10, 800, 25, 10, 16, 351.12, 7.78565795, 53, 7.324459, 346336, 38.9, 35.6, 37.6, 32.0
base-gradient-descent-1, 10, 800, 25, 10, 16, 189.54, 4.20437180, , 0, , 35.9, 32.8, 34.0, 31.5
gradient-descent-1, 10, 800, 25, 10, 16, 360.53, 7.79343883, 56, 5.869697, 364031, 35.0, 33.2, 45.0, 33.2
base-gradient-descent-1, 10, 800, 25, 10, 16, 195.99, 4.21639245, , 0, , 35.0, 33.0, 42.2, 35.6
gradient-descent-1, 10, 800, 25, 10, 16, 360.32, 7.88732879, 62, 6.033575, 404268, 47.4, 37.0, 37.6, 33.8
base-gradient-descent-1, 10, 800, 25, 10, 16, 196.70, 4.25079650, , 0, , 34.9, 33.4, 36.9, 32.0
gradient-descent-1, 10, 800, 25, 10, 16, 357.25, 7.77611571, 33, 8.710497, 217268, 35.4, 33.0, 41.2, 34.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 191.29, 4.19732797, , 0, , 35.9, 34.0, 38.1, 32.8
gradient-descent-1, 10, 800, 25, 10, 16, 362.95, 7.81305068, 62, 3.947794, 403775, 35.9, 33.4, 34.4, 34.1
base-gradient-descent-1, 10, 800, 25, 10, 16, 193.73, 4.19537955, , 0, , 34.9, 33.4, 35.0, 33.0
gradient-descent-1, 10, 800, 25, 10, 16, 355.86, 7.76491289, 31, 9.419256, 204569, 35.0, 33.4, 36.9, 32.5
base-gradient-descent-1, 10, 800, 25, 10, 16, 189.34, 4.18835339, , 0, , 35.2, 33.0, 37.6, 32.5
gradient-descent-1, 10, 800, 25, 10, 16, 354.20, 7.82177139, 43, 11.69724, 282158, 39.9, 36.1, 36.9, 34.6
base-gradient-descent-1, 10, 800, 25, 10, 16, 187.16, 4.17254993, , 0, , 34.0, 33.0, 37.9, 34.4
gradient-descent-1, 10, 800, 25, 10, 16, 354.22, 7.79778179, 60, 6.333186, 390989, 36.6, 34.0, 38.9, 32.8
